time,true_spread,pred_spread
2022-03-24 16:23:00,-96.22256985399213,-96.48644376764646
2022-03-24 16:24:00,-96.10821761258146,-96.47697133183836
2022-03-24 16:25:00,-96.26073726779568,-96.4186538399963
2022-03-24 16:26:00,-96.14636502638501,-96.49446255007457
2022-03-24 16:27:00,-96.146385026385,-96.45653826984443
2022-03-24 16:28:00,-96.07016019877788,-96.47404454266939
2022-03-24 16:29:00,-95.99390537117078,-96.45291764124616
2022-03-24 16:30:00,-95.87956312976009,-96.40313433010643
2022-03-24 16:31:00,-95.80335830215296,-96.40853627078137
2022-03-24 16:32:00,-95.84147571595652,-96.42036076469316
2022-03-24 16:33:00,-95.80340830215295,-96.44056269447134
2022-03-24 16:34:00,-95.68903606074227,-96.50785227843606
2022-03-24 16:35:00,-95.87964312976008,-96.4690202950597
2022-03-24 16:36:00,-95.87960312976007,-96.45864724061776
2022-03-24 16:37:00,-95.91771054356363,-96.44269070487165
2022-03-24 16:38:00,-95.87961312976009,-96.47349682130752
2022-03-24 16:39:00,-95.84149571595653,-96.49557836077136
2022-03-24 16:40:00,-95.99402537117076,-96.49000373510765
2022-03-24 16:41:00,-95.99395537117076,-96.59418813110013
2022-03-24 16:42:00,-96.03204278497432,-96.54569685790214
2022-03-24 16:43:00,-96.07013019877787,-96.52388275877992
2022-03-24 16:44:00,-95.99389537117077,-96.50701320650334
2022-03-24 16:45:00,-95.99392537117076,-96.49966966665959
2022-03-24 16:46:00,-96.03205278497434,-96.52167150535938
2022-03-24 16:47:00,-96.22268985399211,-96.55824751433093
2022-03-24 16:48:00,-96.14644502638501,-96.65822813780144
2022-03-24 16:49:00,-96.22270985399213,-96.65815906380593
2022-03-24 16:50:00,-97.21398261288473,-96.71727710554472
2022-03-24 16:51:00,-97.29021744049184,-96.94650093079109
2022-03-24 16:52:00,-96.98522813006336,-97.18922429434052
2022-03-24 16:53:00,-97.36645226809897,-96.92145762237851
2022-03-24 16:54:00,-97.44269709570611,-97.14418760648236
2022-03-24 16:55:00,-97.3283148542954,-97.2901653120179
2022-03-24 16:56:00,-97.48075450950964,-97.20100539561412
2022-03-24 16:57:00,-97.70949899233102,-97.29283395926774
2022-03-24 16:58:00,-97.70949899233102,-97.48161407457572
2022-03-24 16:59:00,-97.4425770957061,-97.5423606685934
2022-03-24 17:00:00,-97.86191864754527,-97.32643225913773
2022-03-24 17:01:00,-98.05255571656308,-97.56733667413857
2022-03-24 17:02:00,-97.90003606134883,-97.78843102145117
2022-03-24 17:03:00,-97.86188864754526,-97.65814993861451
2022-03-24 17:04:00,-98.24329278558086,-97.64902331556601
2022-03-24 17:05:00,-99.69210451011621,-97.93771498034899
2022-03-24 17:06:00,-99.1962981306699,-99.22113815507689
2022-03-24 17:07:00,-99.84447416533045,-98.95479547009936
2022-03-24 17:08:00,-99.57762226870553,-99.28216945793508
2022-03-24 17:09:00,-99.53946485490196,-99.17115824871917
2022-03-24 17:10:00,-99.23443554447347,-99.14679461071117
2022-03-24 17:11:00,-98.96751364784853,-98.84320864425415
2022-03-24 17:12:00,-99.50123744109838,-98.56743071715842
2022-03-24 17:13:00,-99.72997192391978,-98.96492587999296
2022-03-24 17:14:00,-99.46310002729484,-99.31652491506361
2022-03-24 17:15:00,-99.31056037208059,-99.06563576545459
2022-03-24 17:16:00,-99.42495261349127,-98.91815570051658
2022-03-24 17:17:00,-99.38679519968771,-98.99086227974499
2022-03-24 17:18:00,-99.31054037208061,-98.99598172548954
2022-03-24 17:19:00,-99.23422554447347,-98.94288463369317
2022-03-24 17:20:00,-99.42491261349129,-98.88206719455185
2022-03-24 17:21:00,-99.38683519968772,-98.9922163071699
2022-03-24 17:22:00,-99.34872778588415,-99.02898935414147
2022-03-24 17:23:00,-99.23438554447345,-98.9876516672996
2022-03-24 17:24:00,-99.12009330306277,-98.88038905068645
2022-03-24 17:25:00,-99.15816071686635,-98.7047365367826
2022-03-24 17:26:00,-99.04381847545565,-98.77908362340449
2022-03-24 17:27:00,-98.92944623404497,-98.65381748975507
2022-03-24 17:28:00,-98.92946623404498,-98.50050687114432
2022-03-24 17:29:00,-98.85320140643783,-98.5001176657465
2022-03-24 17:30:00,-98.6245169236165,-98.42774981476535
2022-03-24 17:31:00,-98.7007517512236,-98.12324064779133
2022-03-24 17:32:00,-98.54826209600935,-98.19989064371245
2022-03-24 17:33:00,-98.16701795797375,-97.90181864178204
2022-03-24 17:34:00,-98.01459830275951,-97.57652218719608
2022-03-24 17:35:00,-97.59518675092035,-97.32228339158657
2022-03-24 17:36:00,-97.93831347515238,-96.98871798272974
2022-03-24 17:37:00,-97.78577381993813,-97.21935605375607
2022-03-24 17:38:00,-97.7476664061346,-97.24341948555278
2022-03-24 17:39:00,-97.86205864754527,-97.17454031412719
2022-03-24 17:40:00,-97.709528992331,-97.24673592290159
2022-03-24 17:41:00,-97.55701933711677,-97.15231708441613
2022-03-24 17:42:00,-97.67130157852746,-97.00246636452947
2022-03-24 17:43:00,-97.51882192331324,-97.11479573582648
2022-03-24 17:44:00,-97.51883192331323,-96.98499861374043
2022-03-24 17:45:00,-97.67131157852745,-96.98150949140286
